Datum,Ort,Disziplin,Rang,Fahrer/in,Geschlecht,Fantasy Punkte,Weltcup Punkte,Team
2025-10-25,Soelden,Giant Slalom,1,Scheib Julia,W,55,100,Helbling
2025-10-25,Soelden,Giant Slalom,2,Moltzan Paula,W,48,80,Reich
2025-10-25,Soelden,Giant Slalom,3,Gut-Behrami Lara,W,43,60,Knuchel
2025-10-25,Soelden,Giant Slalom,4,Shiffrin Mikaela,W,38,50,Fehr
2025-10-25,Soelden,Giant Slalom,5,Stjernesund Thea Louise,W,35,45,Käslin
2025-10-25,Soelden,Giant Slalom,6,O Brien Nina,W,32,40,Fehr
2025-10-25,Soelden,Giant Slalom,7,Colturi Lara,W,29,36,Meile
2025-10-25,Soelden,Giant Slalom,8,Robinson Alice,W,26,32,Bürgler
2025-10-25,Soelden,Giant Slalom,9,Hector Sara,W,24,29,Bulleri
2025-10-25,Soelden,Giant Slalom,10,Ljutic Zrinka,W,22,26,Woerlen
2025-10-25,Soelden,Giant Slalom,11,Grenier Valerie,W,20,24,Bulleri
2025-10-25,Soelden,Giant Slalom,12,Hensien Katie,W,19,22,Helbling
2025-10-25,Soelden,Giant Slalom,13,Hurt A J,W,18,20,Knuchel
2025-10-25,Soelden,Giant Slalom,14,Duerr Lena,W,17,18,Conzett
2025-10-25,Soelden,Giant Slalom,15,Rast Camille,W,16,16,Rizzi
2025-10-25,Soelden,Giant Slalom,16,Lie Kajsa Vickhoff,W,15,15,Meier
2025-10-25,Soelden,Giant Slalom,17,Zenere Asja,W,14,14,
2025-10-25,Soelden,Giant Slalom,17,Gasienica-Daniel Maryna,W,14,14,
2025-10-25,Soelden,Giant Slalom,19,Bocock Elisabeth,W,12,12,
2025-10-25,Soelden,Giant Slalom,20,Richardson Britt,W,11,11,Conzett
2025-10-25,Soelden,Giant Slalom,21,Holtmann Mina Fuerst,W,10,10,Manser
2025-10-25,Soelden,Giant Slalom,22,Pykalainen Erika,W,9,9,
2025-10-25,Soelden,Giant Slalom,23,Brunner Stephanie,W,8,8,
2025-10-25,Soelden,Giant Slalom,24,Astner Nina,W,7,7,
2025-10-25,Soelden,Giant Slalom,25,Direz Clara,W,6,6,
2025-10-25,Soelden,Giant Slalom,26,Dvornik Neja,W,5,5,Woerlen
2025-10-25,Soelden,Giant Slalom,27,Liensberger Katharina,W,4,4,Helfenberger
2025-10-25,Soelden,Giant Slalom,28,Aicher Emma,W,3,3,Helbling
2025-10-25,Soelden,Giant Slalom,29,Kasper Vanessa,W,2,2,
2025-10-25,Soelden,Giant Slalom,30,Holdener Wendy,W,1,1,Conzett
